CAS	Tm	Tb	Hfus	Hvap	Hf	S0	LFL	UFL	T_flash	T_autoignition	RI	RIT	logP
19485-35-9	358.15												
194853-86-6	317.15												
1949-55-9	406.15												
1949-78-6	383.15												
19492-03-6	449.15												
19493-44-8	307.15												
19506-87-7	436.15												
19523-57-0	385.15												
1953-54-4	382.15												
1955-46-0	456.15												
19552-10-4	300.15												
19567-78-3		873.15											
19578-68-8	335.15												
1958-93-6	325.15												
195812-68-1	313.15												
19624-22-7	226.48333	333.15					0.0042		303.15				
19652-32-5	359.15												
19692-25-2	456.15												
19694-10-1	438.15												
1971-49-9	410.15												
19719-28-9	402.15												
19727-83-4	341.15												
19728-63-3	371.15												
1973-22-4	205.15												
1975-50-4	457.15												
1975-51-5	427.15												
1975-52-6	452.15												
1975-78-6	258.15												
19752-55-7	348.15												
19752-61-5	333.15												
19755-53-4	397.15												
1978-66-1	349.15												
19788-35-3	365.15												
19798-77-7	324.15												
19798-81-3	363.15												
198-55-0	551.15												
19805-75-5	454.15												
19806-17-8	448.15												
198077-70-2	464.15												
19812-93-2	471.15												
19814-75-6	315.15												
19829-31-3	313.15												
19838-07-4	426.15												
1984-15-2	476.15												
1984-59-4	305.15												
1984-65-2	283.15												
19847-12-2	292.15												
1985-12-2	331.15												
1987-50-4	300.15												
19879-84-6	389.15												
1988-88-1	415.15												
1989-33-9	502.15												
1989-53-3	338.15												
199287-52-0	343.15												
1993-03-9	377.15												
19947-75-2	392.15												
19952-47-7	477.15												
199590-75-5	443.15												
1996-41-4	295.15												
199866-90-5	394.15												
20000-53-7	463.65												
20007-72-1	322.15												
2001-29-8	384.15												
20012-63-9	310.15												
20017-68-9	314.15												
2002-04-2	518.15												
20028-53-9	345.15												
20029-52-1	469.15												
2003-10-3	295.15												
200573-11-1	315.15												
20069-30-1	394.15												
20074-79-7	366.15												
2008-58-4	472.15												
20098-48-0	343.15												
20099-89-2	367.15												
2010-06-2	423.15												
20109-09-5	334.15												
2014-83-7	311.15												
2015-56-7	422.15												
20163-90-0	358.15												
201733-56-4	456.15												
2018-61-3	441.15												
201849-14-1	329.15												
2019-34-3	392.15												
20197-76-6	348.15												
202001-00-1	357.15												
2024-83-1	340.15												
20256-39-7	483.15												
20265-35-4	327.15												
2027-17-0	287.15												
2027-47-6	287.15												
202752-04-3	376.15												
20280-81-3	397.15												
202823-67-4	483.15												
202865-60-9	336.15												
202865-61-0	301.15												
202865-82-5	335.15												
20289-26-3	333.15												
20289-27-4	345.15												
202982-66-9	516.15												
202982-72-7	349.15												
20300-02-1	381.15												
203059-80-7	313.15												
20323-74-4	360.15												
203245-17-4	293.15												
2033-24-1	367.15												
2033-45-6	412.15												
2033-89-8	354.15												
203302-95-8	373.15												
203302-97-0	327.15												
20348-09-8	479.15												
20349-89-7	315.15												
2035-72-5	351.15												
20357-25-9	406.15												
2036-41-1	303.15												
20372-63-8	438.15												
2038-03-1	297.15												
20383-28-2	343.15												
20386-33-8	411.15												
203866-15-3	395.15												
2039-82-9	278.15												
2039-87-4	209.81667	462.03889							332.03889				
2039-88-5	220.15												
2039-89-6	238.15												
2040-01-9	359.15												
2040-04-2	343.15												
2040-05-3	316.15												
2040-07-5	283.15												
2040-90-6	336.15												
2042-14-0	352.15												
2042-37-7	328.15												
20427-56-9					-239000								
2043-06-3	510.15												
2043-61-0	307.65												
20432-35-3	409.15												
2044-72-6	368.15												
20443-98-5	329.15												
20462-00-4	293.15												
20469-63-0	312.15												
2047-89-4	418.15												
20481-17-8	408.15												
204841-19-0	476.15												
2049-73-2	284.15												
2050-46-6	317.15												
2050-47-7	331.15												
2050-77-3	257.15												
2051-49-2	233.15												
2051-95-8	390.15												
20511-12-0	401.15												
20511-15-3	334.15												
2052-01-9	317.15												
2052-06-4	307.15												
2052-07-5	274.15												
20548-54-3	2798.15				-476980						2.137		
20555-91-3	303.15												
205672-19-1	388.15												
205748-03-4	403.15												
2058-74-4	404.15												
205873-56-9	499.15												
2059-76-9	349.15												
20595-30-6	440.15												
20595-45-3	507.15												
20605-01-0	323.15												
20608-91-7	435.15												
20619-16-3					-37700								
2062-25-1	475.15												
20624-92-4	390.15												
20628-27-7	418.15												
206362-80-3	305.15												
20651-71-2	380.15												
206551-43-1	418.15												
206559-36-6	323.15												
206559-61-7	471.15												
2067-33-6	313.15												
20676-54-4	403.15												
206761-90-2	440.15												
20686-66-2	360.15												
20698-30-0	299.15												
2071-20-7	392.15												
20734-58-1	322.15												
2075-46-9	434.15												
20754-21-6	349.15												
20762-60-1	627.15				-1700								
207740-37-2		604.25							441.75		1.511		
2078-54-8	291.15	520.15									1.514		
20780-74-9	470.15												
20781-22-0	358.15												
20782-94-9	365.15												
207853-60-9	369.15												
207853-61-0	384.15												
207853-64-3	414.15												
207853-66-5	342.15												
2079-95-0	280.15												
207919-05-9	389.15												
207919-06-0	409.15												
207919-09-3	401.15												
207974-06-9	370.15												
207974-08-1	312.15												
207974-14-9	308.15												
207974-19-4	385.15												
207981-45-1	298.15												
207981-50-8	417.15												
207986-20-7	389.15												
207986-22-9	390.15												
207986-25-2	324.15												
20816-12-0	313.70556	403.15			-386000								
208186-78-1	311.15												
208186-84-9	318.15												
20825-89-2	421.15												
20826-04-4	457.15												
2083-09-2	512.15												
20834-61-1	330.15												
208399-66-0	464.15												
20849-78-9	461.15												
20857-47-0	310.15												
2088-24-6	391.15												
20883-96-9	322.15												
20925-27-3	391.15												
20928-63-6	388.15												
209328-55-2	436.15												
20934-69-4	403.15												
2094-72-6	324.15												
209538-96-5	357.15												
20967-96-8	322.15												
2097-19-0	484.15												
20970-75-6	360.15												
20972-43-4	308.15												
20980-22-7	306.15												
20986-40-7	314.15												
209919-30-2	467.15												
209991-63-9	384.15												
209991-64-0	353.15												
209995-38-0	396.15												
2100-25-6	352.15												
21010-06-0	314.15												
2103-57-3	313.15												
2103-88-0	447.15												
2103-91-5	410.15												
2103-94-8	457.15												
2103-99-3	442.15												
2104-64-5	309.26111												
21040-45-9											1.5271		
2105-61-5	262.15												
210532-25-5	331.15												
2106-50-5	308.15												
2107-69-9	392.15												
2107-70-2	371.15												
2107-76-8	572.15												
2107-77-9	516.15												
21084-22-0	367.15												
21087-29-6	280.15												
21087-64-9	398.15												
21101-63-3	328.15												
211029-67-3	354.15												
2113-58-8	332.15												
211308-79-1	361.15												
211308-81-5	370.15												
21139-35-5	542.65												
2114-02-5	437.15												
2116-65-6	283.15												
21169-71-1	416.15												
2117-28-4	202.15												
211943-13-4	500.15												
212-74-8	506.65	850.75											
21209-51-8	356.15												
21211-07-4	354.15												
21211-09-6	508.15												
21211-22-3	539.15												
21222-05-9	427.15												
2127-03-9	331.15												
212779-19-6	518.15												
2128-93-0	374.15												
21285-46-1	386.15												
21286-54-4	339.15												
2129-89-7	386.15												
21296-94-6	462.15												
2130-96-3	382.15												
2131-55-7	318.15												
2131-57-9	352.15												
2131-61-5	381.15												
2131-64-8	340.15												
21314-17-0	579.15												
21320-91-2	370.15												
213203-65-7	299.15												
213211-69-9	373.15												
21327-86-6	377.15												
21331-43-1	428.15												
21351-79-1	545.37222				-417000								
213598-09-5	443.15												
2136-89-2	303.15												
213697-53-1	396.15												
21382-98-9	335.15												
21402-26-6	337.15												
214078-93-0	341.15												
21411-42-7	320.15												
2142-63-4	281.15												
2142-67-8	313.15												
2142-79-2	348.15												
214209-98-0	438.15												
21436-52-2	329.15												
2144-08-3	434.15												
2146-37-4	143.15												
2148-56-3	424.15												
214822-96-5	363.15												
214907-33-2	374.15												
2150-37-0	315.15												
2150-38-1	332.15												
2150-43-8	409.15												
2150-44-9	439.15												
2150-46-1	360.15												
2150-47-2	391.15												
21508-19-0	308.15												
21510-43-0	443.15												
21543-49-7	321.15												
215453-51-3	397.15												
21553-47-9	370.65												
21557-09-5	402.15												
2156-04-9	463.15												
2157-52-0	467.15												
2157-56-4	422.15												
215789-45-0	354.15												
2158-14-7	382.15												
2160-63-6	406.15												
216019-28-2	351.15												
216143-90-7	326.15												
216144-09-1	431.15												
216144-18-2	394.15												
216159-03-4	338.15												
2162-99-4	265.15												
2163-00-0	260.15												
216393-63-4	359.15												
216393-64-5	513.15												
216393-66-7	325.15												
216393-67-8	313.15												
216394-05-7	341.15												
216394-11-5	360.15												
216431-85-5	312.15												
21651-19-4	1353.15				-285980								
21655-48-1	383.15												
21663-61-6	403.15												
21667-62-9	354.15												
21674-96-4	523.15												
216766-12-0	448.15												
2168-93-6	306.15												
216854-23-8	398.15												
217-59-4	470.15												
21702-79-4	424.15												
21702-84-1	335.15												
21717-95-3	314.15												
21717-96-4	368.15												
21725-69-9	412.15												
21731-17-9	356.15												
21739-92-4	433.15												
21739-93-5	427.15												
